,0,1,2,3,4
3,0.003000882612533098,0.004342160425347077,0.0007216190507429396,0.0013023072362827847,0.0003736813947504911
5,0.0,0.003791999830997222,0.0005142147557753428,0.0014887190822820992,0.00026864330831010466
7,0.0,0.0035345855081994164,0.00047053047196252124,0.002088004772582337,0.00016428707112089988
9,0.0,0.003581376840429765,0.00026741542987030354,0.002741344676828548,0.0001909359955266424
