,0,1,2,3,4
3,0.006674014205241244,0.007458033383226024,0.0006945589511770946,0.0010164784372037401,0.012463832279111974
5,0.005297411835931588,0.005855801265142982,0.0005393070274086174,0.0007769691117125657,0.010218866773430946
7,0.003948051948051948,0.004828293387161136,0.0004308637126927942,0.0006088286280210312,0.008389746856888368
9,0.002856236115518883,0.0040073771419273894,0.0003576951125168334,0.0005181104266022565,0.006706948278649747
