,0,1,2,3,4,5,6,7,8,9
3,11.0,11.0,55.0,24.0,99.0,25.0,14.0,63.0,10.0,16.0
5,0.0,0.0,17.0,1.0,7.0,4.0,1.0,16.0,0.0,1.0
7,0.0,0.0,12.0,0.0,2.0,1.0,1.0,10.0,0.0,0.0
9,0.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0
