,0,1,2,3,4,5,6,7,8,9
3,8.964589870013446e-06,7.3302350873031e-06,1.927589909802811e-05,1.03115639033394e-05,3.1960186001825926e-05,8.03307054481891e-06,6.433244064413316e-06,2.2869190408879345e-05,7.151822463159174e-06,1.1409102609903529e-05
5,0.0,0.0,1.069611579992475e-05,1.641416213909361e-06,5.858382801796682e-06,3.391126608559712e-06,1.7985126300549446e-06,1.0413141384427147e-05,0.0,5.416003206273898e-06
7,0.0,0.0,1.0629628317329837e-05,0.0,4.449269429959601e-06,2.406130821332756e-06,8.437536914224e-06,8.976096654608777e-06,0.0,0.0
9,0.0,0.0,5.828232658385137e-06,0.0,6.125161551135911e-06,0.0,3.4030968181044753e-05,5.785537082978487e-06,0.0,0.0
