,0,1,2,3,4,5,6,7,8,9
3,,,,,13289.0,3706.0,6006.0,,,
5,,,,,7745.0,1696.0,2738.0,,,
7,,,,,4129.0,750.0,1136.0,,,
9,,,,,2002.0,298.0,391.0,,,
