,0,1,2,3,4,5,6,7,8,9
3,0.0,0.00028728791995337726,6.256256256256256e-05,0.0013093926233227458,0.0016999368594880762,,,,,
5,0.0,0.0,5.948043837083079e-05,0.0011770388967131359,0.0013744845682868924,,,,,
7,0.0,0.0,0.0001132182281347297,0.001083629867182123,0.0009624639076034649,,,,,
9,0.0,0.0,4.628343978524484e-05,0.0009272521049450686,0.0012321774335504313,,,,,
