,0,1,2,3,4,5,6,7,8,9
3,3.9429950452682715e-05,9.0049527239982e-06,6.720595713604054e-06,2.973839505599182e-05,7.88845721498018e-06,4.0828473232852945e-05,4.251500035500026e-06,5.237704970003113e-06,4.944120839963753e-06,8.34768903967907e-07
5,2.4339901861515694e-06,0.0,3.6171532642095345e-06,2.3822455999923768e-06,2.964728623565442e-06,2.3189857683843393e-06,3.4785996549229142e-06,0.0,3.653642041728246e-06,0.0
7,1.5011453739203012e-06,0.0,1.1631504628175691e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.8263639285818648e-06,0.0,1.4239131982514346e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
