,0,1,2,3,4
3,0.0,1.2107801813446016e-05,1.1927587615585779e-05,1.3227497321431792e-05,2.144073576437244e-05
5,0.0,0.0,0.0,1.4291703189908152e-05,0.0
7,0.0,0.0,0.0,2.5714344489930263e-05,0.0
9,0.0,0.0,0.0,2.3632281696797826e-05,0.0
