,0,1,2,3,4,5,6,7,8
3,0.0002396429320312734,0.00020458826150200444,0.0001342542726882058,0.00019209531232356838,0.0001956815869217609,0.0002478795803621665,0.00015109088448769814,0.00021102716799381707,0.0002490746824297799
5,0.0,0.00016780318292905068,0.0001193927791789847,0.00014661990129293253,0.00017937840661623092,0.00024096913404455739,0.00012807009408735706,0.00017271115545369615,0.00016179936488875806
7,0.0,0.0001376716777588463,0.00011370126027510537,0.00010188238785739124,0.00017131167640232044,0.00022638263192447874,0.00010203277107092669,0.00013389576933631962,0.00014583004887277313
9,0.0,0.00011434063018696584,0.0001011342202804452,7.782133041708138e-05,0.0001774408766998836,0.00017972681524083394,0.00014256038450572277,9.400622671752563e-05,0.00013978071899707335
