,0,1,2,3,4,5,6,7,8,9
3,0.0,0.0006566581027505767,0.00017204704704704705,0.003066053023919103,0.001651367234931274,,,,,
5,0.0,0.0,4.4610328778123096e-05,0.002877962157859286,0.002061726852430339,,,,,
7,0.0,0.0,8.491367110104727e-05,0.0027310401382360265,0.0007699711260827719,,,,,
9,0.0,0.0,0.00013885031935573453,0.0026492917284144817,0.0005280760429501848,,,,,
