,0,1,2,3,4,5,6,7,8,9
3,0.0,80.0,44.0,473.0,34.0,,,,,
5,0.0,0.0,3.0,423.0,33.0,,,,,
7,0.0,0.0,3.0,373.0,8.0,,,,,
9,0.0,0.0,3.0,320.0,3.0,,,,,
