,0,1,2,3,4,5,6,7,8,9
3,25.0,2553.0,848.0,926.0,2842.0,1101.0,8495.0,,,
5,8.0,1665.0,364.0,274.0,1314.0,425.0,2692.0,,,
7,0.0,990.0,120.0,80.0,570.0,150.0,787.0,,,
9,0.0,566.0,35.0,21.0,187.0,52.0,199.0,,,
