,0,1,2,3,4
3,0.005825242718446602,0.008495136447359062,0.0013329079160417107,0.002455504502760338,0.0006881455192946202
5,0.0,0.007393871536763385,0.0009627850746431951,0.002808319676816952,0.0005136460054889201
7,0.0,0.006884221774690724,0.0007978560176755794,0.003929151838061344,0.0003131722293242154
9,0.0,0.006923995224830879,0.00046797700227303116,0.0052818149592343145,0.0003682337056585246
