,0,1,2,3,4,5,6,7,8,9
3,0.0,6.664223118189997e-05,0.00014490432501277446,0.00018905937055045818,,,,,,
5,0.0,7.573405230193652e-05,0.00016354074316356657,0.00019597640173810794,,,,,,
7,0.0,5.6027341342575174e-05,0.00017208586178788152,0.00019989576863492606,,,,,,
9,0.0,4.155170694412127e-05,0.00016878744971540562,0.00018515226922621164,,,,,,
