,0,1,2,3,4
3,0.0,1.0559299707243415e-05,6.222252642124028e-06,2.3602440492346907e-06,7.849749514492992e-06
5,0.0,7.722980262438751e-06,4.925178332498789e-06,8.859396940850236e-07,3.5469860372894643e-06
7,0.0,6.8681271510115724e-06,3.4677159975275183e-06,0.0,3.043439004917183e-06
9,0.0,3.3036909661396455e-06,3.697107106117141e-06,0.0,3.5930080064195077e-06
