,0,1,2,3,4
3,0.0021655091581117276,0.00216985086241302,0.0029891503418025926,0.00031168777006881,0.0003196838036560202
5,0.001680956436794175,0.0016962835193387838,0.002422398032804778,0.00023118836071689408,0.0002462447672986949
7,0.0013706148583510277,0.0013604350532277663,0.0020446429902834374,0.00018715340414960686,0.00013518080432578573
9,0.0011352631056049123,0.0011215857392575764,0.001753086028108291,0.00015156101440854275,0.0
