,0,1,2,3,4
3,0.003428851334802841,0.003915388331445858,0.0004246687428249649,0.0005782597920624993,0.006492527823437154
5,0.0027243832299076736,0.003066023164188184,0.0003201365916124213,0.00043588232948983164,0.005300970632729105
7,0.002077922077922078,0.002530218042432663,0.00025314326781950886,0.0003432322466695746,0.004355161216036489
9,0.0015867978419549348,0.0021003215317232796,0.00020981082827214775,0.00029112871590031557,0.003488810774233342
