,0,1,2,3,4,5,6,7,8,9
3,111.0,21.0,214.0,178.0,239.0,197.0,346.0,130.0,209.0,112.0
5,41.0,3.0,66.0,101.0,45.0,106.0,81.0,54.0,54.0,54.0
7,21.0,2.0,29.0,70.0,7.0,73.0,15.0,24.0,12.0,24.0
9,9.0,2.0,16.0,45.0,1.0,49.0,1.0,13.0,1.0,11.0
